,Run name,Temporal function,n,Weighted F1 score,Mean accuracy,Weighted precision,Weighted recall
0,rLSTM_batch30_intprop_ear_1fp250_fold2,modal,1,0.5912327899984174,0.6085265145952208,0.6298799872009038,0.6435112533200659
1,rLSTM_batch30_intprop_ear_1fp250_fold2,threshold,1,0.5912327899984174,0.6085265145952208,0.6298799872009038,0.6435112533200659
