,Run name,Temporal function,n,Weighted F1 score,Mean accuracy,Weighted precision,Weighted recall
0,new_network_inv_weights_1fps_250,modal,1,0.390383278289588,0.39909153984746865,0.40586467424788636,0.32675426195506785
1,new_network_inv_weights_1fps_250,threshold,1,0.390383278289588,0.39909153984746865,0.40586467424788636,0.32675426195506785
