Wall time,Step,Value,Run,Tag
1693972990.534297,42,0.6759496927261353,rLSTM_batch30_intprop_ear_1fp250_fold1,training acc epoch
1693973323.8788605,43,0.6797468066215515,rLSTM_batch30_intprop_ear_1fp250_fold1,training acc epoch
1693973657.3773258,44,0.6833655834197998,rLSTM_batch30_intprop_ear_1fp250_fold1,training acc epoch
1693973989.897064,45,0.686674952507019,rLSTM_batch30_intprop_ear_1fp250_fold1,training acc epoch
1693974324.3489928,46,0.6899476051330566,rLSTM_batch30_intprop_ear_1fp250_fold1,training acc epoch
1693974657.312853,47,0.6929003596305847,rLSTM_batch30_intprop_ear_1fp250_fold1,training acc epoch
1693958625.600186,0,1.4328848123550415,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693958971.4051006,1,1.4193849563598633,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693959312.4933648,2,1.424676775932312,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693959655.856689,3,1.4261006116867065,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693959998.3353837,4,1.4114539623260498,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693960340.47153,5,1.4119023084640503,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693960683.6593943,6,1.404910922050476,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693961024.3760114,7,1.4095512628555298,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693961367.6238575,8,1.4075685739517212,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693961710.285864,9,1.413182020187378,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693962054.9373214,10,1.3978371620178223,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693962398.5460248,11,1.409720540046692,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693962741.4851663,12,1.3961234092712402,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693963084.7737465,13,1.3969495296478271,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693963427.99199,14,1.4108067750930786,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693963769.798894,15,1.4112319946289062,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693964112.784224,16,1.3981221914291382,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693964454.8098357,17,1.402284860610962,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693964798.585929,18,1.4000320434570312,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693965142.1659427,19,1.3945646286010742,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693965484.575202,20,1.3995873928070068,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693965829.3890598,21,1.4740544557571411,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693966172.2245824,22,1.464837908744812,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693966516.729804,23,1.4421604871749878,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693966858.6723292,24,1.4299287796020508,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693967202.5916097,25,1.400829792022705,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693967545.3030417,26,1.3693146705627441,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693967888.1412945,27,1.3086851835250854,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693968229.2427087,28,1.253232717514038,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693968573.3738441,29,1.2167953252792358,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693968916.1635332,30,1.1543264389038086,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693969261.931237,31,1.1244724988937378,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693969603.5219395,32,1.0845413208007812,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693969946.9251668,33,1.0752732753753662,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693970291.003669,34,1.0434167385101318,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693970636.6020503,35,1.0326567888259888,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693970978.514164,36,1.0136717557907104,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693971321.5106199,37,1.0014609098434448,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693971655.6306248,38,0.9818044900894165,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693971988.6080444,39,0.9064710140228271,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693972322.9361637,40,0.8693993091583252,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693972657.3095102,41,0.8565230965614319,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693972990.5344203,42,0.8470218777656555,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693973323.8789282,43,0.8389598727226257,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693973657.3774083,44,0.8317816853523254,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693973989.8971512,45,0.8252245187759399,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693974324.349094,46,0.819089412689209,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693974657.3129203,47,0.8132383227348328,rLSTM_batch30_intprop_ear_1fp250_fold1,training loss epoch 
1693958685.660907,0,0.27954980731010437,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693959031.529233,1,0.3116200268268585,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693959372.5945737,2,0.30618807673454285,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693959716.379331,3,0.31516164541244507,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693960058.3530116,4,0.30864331126213074,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693960401.514723,5,0.3073396384716034,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693960743.53246,6,0.30777421593666077,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693961084.238849,7,0.31626978516578674,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693961427.9160428,8,0.32196244597435,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693961771.5498993,9,0.3263297379016876,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693962115.0675163,10,0.3260038197040558,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
