Categories,Precision,Recall,F1,Count
tumour_debulking,0.954,0.277,0.429,3824
dissection_medial,0.565,0.889,0.691,26874
dissection_inferior,0.618,0.718,0.664,14512
dissection_superior,0.8,0.464,0.587,3343
dissection_lateral,0.772,0.77,0.771,8333
