Categories,Precision,Recall,F1,Count
tumour_debulking,0.831,0.499,0.623,6202
dissection_medial,0.636,0.299,0.407,6983
dissection_inferior,0.41,0.941,0.571,23470
dissection_superior,0.659,0.485,0.559,2949
dissection_lateral,0.845,0.814,0.829,5243
