,Run name,Temporal function,n,Weighted F1 score,Mean accuracy,Weighted precision,Weighted recall
0,rLSTM_batch30_intprop_ear_1fp250_fold4,modal,9,0.6804160608433061,0.6918717352382936,0.6942204373821418,0.6532114156290985
1,rLSTM_batch30_intprop_ear_1fp250_fold4,threshold,5,0.6788055027401857,0.6901886755162574,0.6923595516789482,0.6519778249068093
